model_id,model_make_id,model_name,model_trim,model_year
17927,hummer,H2,,2006
17930,hummer,H2,SUV Sport Utility,2006
17955,hummer,H2,Hannibal,2006
17973,hummer,H2,SUT Sport Utility,2006
17926,hummer,H2,SUT Luxury,2007
17933,hummer,H2,SUT Base,2007
17946,hummer,H2,SUT Adventure,2007
17959,hummer,H2,SUV Luxury,2007
17970,hummer,H2,SUV Adventure,2007
17977,hummer,H2,SUV,2007
17938,hummer,H2,SUT,2008
17951,hummer,H2,Victory,2008
17956,hummer,H2,SUV,2008
17960,hummer,H2,SUV Luxury,2008
17966,hummer,H2,SUT Luxury,2008
17921,hummer,H2,,2009
17924,hummer,H2,SUV,2009
17936,hummer,H2,SUV Luxury,2009
17948,hummer,H2,SUV Adventure,2009
17958,hummer,H2,SUT Luxury,2009
17980,hummer,H2,SUT,2009
17982,hummer,H2,SUT Adventure,2009
17922,hummer,H3,x,2006
17949,hummer,H3,SUV Sport Utility,2006
17953,hummer,H3,Cosmos,2006
17934,hummer,H3,SUV,2007
17945,hummer,H3,SUV Luxury,2007
17962,hummer,H3,SUV Adventure,2007
17963,hummer,H3,,2007
17974,hummer,H3,SUV H3X,2007
17925,hummer,H3,Adventure Hydra-Matic,2008
17940,hummer,H3,,2008
17943,hummer,H3,SUV Adventure,2008
17950,hummer,H3,Luxury Hydra-Matic,2008
17952,hummer,H3,SUV Luxury,2008
17957,hummer,H3,SUV,2008
17967,hummer,H3,Hydra-Matic,2008
17969,hummer,H3,SUV Alpha,2008
17975,hummer,H3,Adventure,2008
17976,hummer,H3,Alpha,2008
17928,hummer,H3,T,2009
17932,hummer,H3,SUV,2009
17937,hummer,H3,Adventure Hydra-Matic,2009
17941,hummer,H3,,2009
17942,hummer,H3,SUV Alpha,2009
17944,hummer,H3,SUV H3X,2009
17947,hummer,H3,T Adventure,2009
17961,hummer,H3,T Weekend Warrior,2009
17968,hummer,H3,Adventure,2009
17979,hummer,H3,SUV Adventure,2009
27728,nissan,Hardbody,2400i Extras,2005
27909,nissan,Hardbody,2400i,2005
28041,nissan,Hardbody,3300i V6 D-Cab 4WD Automatic,2005
28195,nissan,Hardbody,2400i Double Cab 4x4,2005
28292,nissan,Hardbody,2000i,2005
28541,nissan,Hardbody,2700 Hi-Rider D-Cab,2005
28909,nissan,Hardbody,2400i Hi-Rider D-Cab,2005
29061,nissan,Hardbody,2000i,2006
27753,nissan,Hardbody,3300i V6 Hi-Rider Double Cab,2007
27855,nissan,Hardbody,3300i V6 4x4 Double Cab,2007
28501,nissan,Hardbody,2400i 4x4 Double Cab,2007
28548,nissan,Hardbody,3300i V6 Hi-Rider King Cab,2007
28652,nissan,Hardbody,3000TD Hi-Rider,2007
28827,nissan,Hardbody,2400i 4x4,2007
29090,nissan,Hardbody,3000TD King Cab 4X4,2007
6808,chevrolet,HHR,LT,2006
7786,chevrolet,HHR,LS,2006
7839,chevrolet,HHR,,2006
6814,chevrolet,HHR,LS Panel,2007
7896,chevrolet,HHR,LT Panel,2007
6937,chevrolet,HHR,SS,2008
7297,chevrolet,HHR,2.2 Panel LS,2008
7396,chevrolet,HHR,2.4 LT,2008
7471,chevrolet,HHR,2.2 LT,2008
7813,chevrolet,HHR,2.2 LS,2008
7856,chevrolet,HHR,2.2 Panel LT,2008
7008,chevrolet,HHR,2.4 LT,2009
7183,chevrolet,HHR,Panel LT2,2009
7210,chevrolet,HHR,Panel SS,2009
7495,chevrolet,HHR,Panel LS,2009
7722,chevrolet,HHR,LT2,2009
8093,chevrolet,HHR,LS,2009
8198,chevrolet,HHR,Panel,2009
44663,chevrolet,HHR,LS,2010
44664,chevrolet,HHR,Panel LS,2010
44665,chevrolet,HHR,LT,2010
44666,chevrolet,HHR,Panel LT,2010
44667,chevrolet,HHR,SS,2010
44668,chevrolet,HHR,LS,2011
44669,chevrolet,HHR,Panel LS,2011
44670,chevrolet,HHR,LT,2011
38635,toyota,Highlander,4x4,2005
38738,toyota,Highlander,V6 4x4,2005
39559,toyota,Highlander,,2005
39849,toyota,Highlander,Limited V6,2005
39884,toyota,Highlander,V6,2005
38690,toyota,Highlander,Limited V6,2006
39238,toyota,Highlander,Hybrid,2006
39371,toyota,Highlander,V6,2006
39553,toyota,Highlander,Limited V6 4x4,2006
39678,toyota,Highlander,Sport,2006
39770,toyota,Highlander,V6 4x4,2006
40157,toyota,Highlander,Hybrid 4x4,2006
38758,toyota,Highlander,Sport Long 4x4,2007
38781,toyota,Highlander,Hybrid 4x4,2007
38794,toyota,Highlander,Limited V6,2007
39268,toyota,Highlander,Limited V6 4x4,2007
39280,toyota,Highlander,Sport,2007
39312,toyota,Highlander,Hybrid Limited,2007
39459,toyota,Highlander,Sport 4x4,2007
39555,toyota,Highlander,V6 Long 4x4,2007
39566,toyota,Highlander,V6,2007
39672,toyota,Highlander,Hybrid Limited 4x4,2007
39776,toyota,Highlander,4x4,2007
39853,toyota,Highlander,V6 4x4,2007
40529,toyota,Highlander,,2007
38809,toyota,Highlander,Sport,2008
39132,toyota,Highlander,Hybrid,2008
39510,toyota,Highlander,Hybrid Limited,2008
40072,toyota,Highlander,Limited,2008
40234,toyota,Highlander,4x4,2008
40458,toyota,Highlander,,2008
40574,toyota,Highlander,Limited 4x4,2008
38956,toyota,Highlander,Limited,2009
39274,toyota,Highlander,Sport 4x4,2009
39297,toyota,Highlander,Limited 4x4,2009
39320,toyota,Highlander,V6,2009
39363,toyota,Highlander,Hybrid,2009
39828,toyota,Highlander,Sport,2009
40013,toyota,Highlander,Hybrid Limited,2009
40204,toyota,Highlander,4x4,2009
40658,toyota,Highlander,,2009
45971,toyota,Highlander,,2010
45972,toyota,Highlander,Sport,2010
45973,toyota,Highlander,SE,2010
45974,toyota,Highlander,Limited,2010
45978,toyota,Highlander,Hybrid,2010
45979,toyota,Highlander,Hybrid Limited,2010
45975,toyota,Highlander,,2011
45976,toyota,Highlander,SE,2011
45977,toyota,Highlander,Limited,2011
45980,toyota,Highlander,Hybrid,2011
45981,toyota,Highlander,Hybrid Limited,2011
49461,toyota,Highlander,,2012
49462,toyota,Highlander,SE,2012
49463,toyota,Highlander,Limited,2012
49464,toyota,Highlander,Hybrid,2012
49465,toyota,Highlander,Hybrid Limited,2012
45350,lexus,HS,250h,2010
45351,lexus,HS,250h Premium,2010
45352,lexus,HS,250h,2011
45353,lexus,HS,250h Premium,2011
49173,lexus,HS,250h,2012
49174,lexus,HS,250h Premium,2012
7091,chevrolet,Impala,LS,2005
7147,chevrolet,Impala,,2005
7446,chevrolet,Impala,Sedan,2005
7917,chevrolet,Impala,SS,2005
7799,chevrolet,Impala,,2006
7809,chevrolet,Impala,SS,2006
7816,chevrolet,Impala,3 LT,2006
8016,chevrolet,Impala,LTZ,2006
7947,chevrolet,Impala,,2007
7672,chevrolet,Impala,LS,2008
7714,chevrolet,Impala,LT,2008
7767,chevrolet,Impala,LTZ,2008
7848,chevrolet,Impala,SS,2008
6905,chevrolet,Impala,LS,2009
7330,chevrolet,Impala,2LT,2009
7832,chevrolet,Impala,LT,2009
7974,chevrolet,Impala,SS,2009
8013,chevrolet,Impala,LTZ,2009
44671,chevrolet,Impala,LS,2010
44672,chevrolet,Impala,LT,2010
44673,chevrolet,Impala,LTZ,2010
44674,chevrolet,Impala,LS,2011
44675,chevrolet,Impala,LT,2011
44676,chevrolet,Impala,LTZ,2011
48801,chevrolet,Impala,LS,2012
48802,chevrolet,Impala,LT,2012
48803,chevrolet,Impala,LTZ,2012
37089,subaru,Impreza,2.5 WRX STi,2005
37120,subaru,Impreza,2.0 WRX STi,2005
37168,subaru,Impreza,2.0 WRX STi Sedan 4WD,2005
37261,subaru,Impreza,2.5 RS Sedan,2005
37301,subaru,Impreza,2.5 RS Sport Wagon,2005
37357,subaru,Impreza,2.5 RS Sport Package Sedan,2005
37377,subaru,Impreza,2.0 WRX Sedan,2005
37395,subaru,Impreza,2.0 WRX,2005
37627,subaru,Impreza,2.0 GX,2005
37645,subaru,Impreza,1.6 TS,2005
37675,subaru,Impreza,2.0 WRX Sport Wagon,2005
37182,subaru,Impreza,2.5 WRX Kombi,2006
37249,subaru,Impreza,2.5i Wagon,2006
37269,subaru,Impreza,2.5 WRX STi,2006
37277,subaru,Impreza,2.0 R Wagon Sportshift,2006
37286,subaru,Impreza,2.5 WRX Sedan,2006
37343,subaru,Impreza,2.0 R Wagon,2006
37355,subaru,Impreza,2.0 R Sedan Automatic,2006
37420,subaru,Impreza,2.5,2006
37431,subaru,Impreza,2.5i Sedan,2006
37477,subaru,Impreza,2.5 WRX Limited Wagon,2006
37552,subaru,Impreza,2.5 WRX,2006
37614,subaru,Impreza,2.0 R Sedan,2006
37640,subaru,Impreza,2.0 R Limousine,2006
37136,subaru,Impreza,2.5 WRX,2007
37152,subaru,Impreza,2.5,2007
37259,subaru,Impreza,2.0 R Wagon,2007
37266,subaru,Impreza,2.5 WRX Combi,2007
37271,subaru,Impreza,2.5i Sedan Special Edition,2007
37283,subaru,Impreza,2.0 R Limousine,2007
37310,subaru,Impreza,2.0 R Wagon Sportshift,2007
37349,subaru,Impreza,2.5 WRX Limousine,2007
37351,subaru,Impreza,2.0 R,2007
37366,subaru,Impreza,2.5 STi WRX,2007
37396,subaru,Impreza,2.5i Sport Wagon,2007
37430,subaru,Impreza,2.5 WRX Sport Wagon,2007
37470,subaru,Impreza,2.5i,2007
37484,subaru,Impreza,2.5 WRX Limited Sport Wagon,2007
37498,subaru,Impreza,2.0 R Automatic,2007
37524,subaru,Impreza,2.5 STi WRX Limited,2007
37553,subaru,Impreza,2.5 WRX Premium,2007
37643,subaru,Impreza,2.5 WRX TR,2007
37693,subaru,Impreza,2.5 WRX Wagon,2007
37157,subaru,Impreza,2.0 GL AWD,2008
37240,subaru,Impreza,2.5 RS Wagon,2008
37401,subaru,Impreza,2.5,2008
37487,subaru,Impreza,2.5i Wagon,2008
37518,subaru,Impreza,2.5i,2008
37556,subaru,Impreza,2.0 GT,2008
37586,subaru,Impreza,2.5 WRX Limousine,2008
37617,subaru,Impreza,2.5 WRX Wagon,2008
37620,subaru,Impreza,2.0R Limousine,2008
37717,subaru,Impreza,2.5 WRX Combi,2008
37248,subaru,Impreza,2.5 WRX STI,2009
37292,subaru,Impreza,2.5GT,2009
37318,subaru,Impreza,2.5,2009
37352,subaru,Impreza,2.5i,2009
37452,subaru,Impreza,2.5 WRX Premium,2009
37578,subaru,Impreza,2.5i Premium,2009
45850,subaru,Impreza,2.5i Sedan,2010
45851,subaru,Impreza,2.5i Premium Sedan,2010
45852,subaru,Impreza,WRX Sedan,2010
45853,subaru,Impreza,2.5GT,2010
45854,subaru,Impreza,WRX Premium Sedan,2010
45855,subaru,Impreza,WRX Limited Sedan,2010
45857,subaru,Impreza,WRX STI Special Edition Sedan,2010
45858,subaru,Impreza,WRX STI Sedan,2010
45859,subaru,Impreza,2.5i Sedan,2011
45860,subaru,Impreza,2.5i Sedan Premium,2011
45861,subaru,Impreza,WRX Sedan,2011
45862,subaru,Impreza,WRX Sedan Premium,2011
45863,subaru,Impreza,WRX Sedan Limited,2011
45865,subaru,Impreza,WRX Sedan STI,2011
45866,subaru,Impreza,WRX Sedan STI Limited,2011
49419,subaru,Impreza,2.0i Hatchback,2012
49420,subaru,Impreza,2.0i PZEV Hatchback,2012
49421,subaru,Impreza,2.0i Premium Hatchback,2012
49422,subaru,Impreza,2.0i Premium PZEV Hatchback,2012
49423,subaru,Impreza,2.0i Sport Premium Hatchback,2012
49424,subaru,Impreza,2.0i Sport Premium PZEV Hatchback,2012
49425,subaru,Impreza,2.0i Limited Hatchback,2012
49426,subaru,Impreza,2.0i Limited PZEV Hatchback,2012
49427,subaru,Impreza,2.0i Sport Limited Hatchback,2012
49428,subaru,Impreza,2.0i Sport Limited PZEV Hatchback,2012
49429,subaru,Impreza,2.0i Sedan,2012
49430,subaru,Impreza,2.0i PZEV Sedan,2012
49431,subaru,Impreza,2.0i Premium Sedan,2012
49432,subaru,Impreza,2.0i Premium PZEV Sedan,2012
49433,subaru,Impreza,2.0i Limited Sedan,2012
49434,subaru,Impreza,2.0i Limited PZEV Sedan,2012
16889,honda,Insight,,2005
17092,honda,Insight,,2006
17517,honda,Insight,1.3,2009
45098,honda,Insight,LX,2010
45099,honda,Insight,EX,2010
45100,honda,Insight,,2011
45101,honda,Insight,LX,2011
45102,honda,Insight,EX,2011
49028,honda,Insight,PZEV,2012
49029,honda,Insight,,2012
49030,honda,Insight,LX,2012
49031,honda,Insight,LX PZEV,2012
49032,honda,Insight,EX PZEV,2012
49033,honda,Insight,EX,2012
16937,honda,Integra,Type R,2005
35495,saturn,ION,Quad Coupe,2005
35503,saturn,ION,Sedan,2005
35533,saturn,ION,3 Sedan,2005
35534,saturn,ION,2 Sedan,2005
35580,saturn,ION,Red Line Quad Coupe,2005
35618,saturn,ION,2 Quad Coupe,2005
35491,saturn,ION,2 Quad Coupe Automatic,2006
35508,saturn,ION,,2006
35522,saturn,ION,3 Quad Coupe,2006
35547,saturn,ION,2 Sedan Automatic,2006
35553,saturn,ION,2 Quad Coupe,2006
35560,saturn,ION,3 Quad Coupe Automatic,2006
35589,saturn,ION,3 Sedan Automatic,2006
35594,saturn,ION,2 Sedan,2006
35602,saturn,ION,3 Sedan,2006
35611,saturn,ION,Quad Coupe,2006
35525,saturn,ION,,2007
49414,scion,iQ,,2012
21631,lexus,IS,300,2005
21646,lexus,IS,200 SportCross,2005
21650,lexus,IS,300 Sport Cross,2005
21672,lexus,IS,200,2005
21657,lexus,IS,250 AWD,2006
21664,lexus,IS,200 Sport Cross,2006
21748,lexus,IS,200 Limited,2006
21758,lexus,IS,350,2006
21760,lexus,IS,300,2006
21773,lexus,IS,300 Sport Cross,2006
21799,lexus,IS,220d,2006
21686,lexus,IS,250 AWD,2007
21691,lexus,IS,250 SE,2007
21701,lexus,IS,300,2007
21707,lexus,IS,220D,2007
21764,lexus,IS,200 Limited,2007
21810,lexus,IS,250 SE AWD,2007
21847,lexus,IS,250,2007
21666,lexus,IS,300 Automatic,2008
21771,lexus,IS,200 Sportcross,2008
21774,lexus,IS,350,2008
21801,lexus,IS,200 Automatic,2008
21815,lexus,IS,250,2008
21819,lexus,IS,300 Sport Cross,2008
21841,lexus,IS,200 Limited,2008
21850,lexus,IS,200,2008
21626,lexus,IS,250 4WD,2009
21637,lexus,IS,250,2009
21682,lexus,IS,350,2009
21738,lexus,IS,F,2009
21761,lexus,IS,220D,2009
45354,lexus,IS,250,2010
45355,lexus,IS,250 C,2010
45356,lexus,IS,350,2010
45357,lexus,IS,350 C,2010
45358,lexus,IS,F,2010
45359,lexus,IS,250,2011
45360,lexus,IS,250 C,2011
45361,lexus,IS,350,2011
45362,lexus,IS,350 C,2011
45363,lexus,IS,F,2011
49175,lexus,IS,250,2012
49176,lexus,IS,250 C,2012
49177,lexus,IS,350,2012
49178,lexus,IS,350 C,2012
49179,lexus,IS,F,2012
41469,volkswagen,Jetta,Wagon GLS 2.0,2005
41556,volkswagen,Jetta,4 1.8 T Executive,2005
41694,volkswagen,Jetta,Sedan GL 2.0 L,2005
41780,volkswagen,Jetta,Sedan GLS TDI,2005
42119,volkswagen,Jetta,Sedan GL 2.0 L PZEV,2005
42128,volkswagen,Jetta,Wagon GLS TDI,2005
42305,volkswagen,Jetta,Wagon GL TDI,2005
42464,volkswagen,Jetta,Wagon GL 2.0,2005
43103,volkswagen,Jetta,Sedan GLS 2.0 L PZEV,2005
43153,volkswagen,Jetta,Sedan GLI 1.8 T,2005
43166,volkswagen,Jetta,Wagon GLS 1.8 T,2005
41548,volkswagen,Jetta,1.9 TDI,2006
41592,volkswagen,Jetta,2.0 Comfortline,2006
41744,volkswagen,Jetta,2.0 TDI Sportline,2006
41770,volkswagen,Jetta,1.6 Comfortline,2006
41779,volkswagen,Jetta,2.0 FSI Sportline,2006
41852,volkswagen,Jetta,2.0T FSI,2006
42091,volkswagen,Jetta,1.6,2006
42155,volkswagen,Jetta,2.5,2006
42164,volkswagen,Jetta,1.9 TDI Comfortline DSG,2006
42478,volkswagen,Jetta,2.0 Trendline,2006
42536,volkswagen,Jetta,1.9 TDI Comfortline,2006
42566,volkswagen,Jetta,1.6 Comfortline Tiptronic,2006
42708,volkswagen,Jetta,1.6 Trendline,2006
42716,volkswagen,Jetta,2.0T Sedan,2006
43173,volkswagen,Jetta,2.0T FSI DSG,2006
41487,volkswagen,Jetta,2.0T FSi,2007
41518,volkswagen,Jetta,2.5 PZEV,2007
41705,volkswagen,Jetta,2.0 Comfortline,2007
41714,volkswagen,Jetta,2.0 Trendline,2007
41729,volkswagen,Jetta,1.6 Comfortline Tiptronic,2007
42321,volkswagen,Jetta,2.5 Wolfsburg Edition,2007
42349,volkswagen,Jetta,1.6,2007
42364,volkswagen,Jetta,2.5,2007
42456,volkswagen,Jetta,2.0 GLi,2007
42475,volkswagen,Jetta,1.9 TDi,2007
42577,volkswagen,Jetta,1.9 TDi Comfortline DSG,2007
42901,volkswagen,Jetta,2.5 Value Edition,2007
42916,volkswagen,Jetta,2.0T FSi DSG,2007
43014,volkswagen,Jetta,2.0 TDi Sportline,2007
43050,volkswagen,Jetta,1.9 TDi Comfortline,2007
43110,volkswagen,Jetta,1.6 Trendline,2007
43165,volkswagen,Jetta,1.6 Comfortline,2007
43178,volkswagen,Jetta,2.0 FSi Sportline,2007
41535,volkswagen,Jetta,2.5 SEL,2008
41606,volkswagen,Jetta,2.0 TDi Sportline,2008
41692,volkswagen,Jetta,1.9 TDi Comfortline,2008
41817,volkswagen,Jetta,2.5 SE PZEV,2008
41928,volkswagen,Jetta,2.0T FSi,2008
42037,volkswagen,Jetta,1.6 Trendline,2008
42096,volkswagen,Jetta,2.5 S PZEV,2008
42264,volkswagen,Jetta,2.0 Comfortline,2008
42429,volkswagen,Jetta,1.6 Comfortline,2008
42500,volkswagen,Jetta,2.0 Trendline,2008
42514,volkswagen,Jetta,1.9 TDi,2008
42525,volkswagen,Jetta,2.5 SEL PZEV,2008
42623,volkswagen,Jetta,2.0T FSi DSG,2008
42665,volkswagen,Jetta,2.5 S,2008
42974,volkswagen,Jetta,2.0 FSi Sportline,2008
41508,volkswagen,Jetta,1.6 Comfortline,2009
41554,volkswagen,Jetta,2.5 SportWagen SE,2009
41722,volkswagen,Jetta,2.0T FSi Sportline,2009
41895,volkswagen,Jetta,1.6 Trendline,2009
41916,volkswagen,Jetta,2.0 SportWagen TDi,2009
42088,volkswagen,Jetta,2.0T FSi Sportline DSG,2009
42234,volkswagen,Jetta,2.0 Comfortline,2009
42446,volkswagen,Jetta,2.0 TDi,2009
42448,volkswagen,Jetta,,2009
42621,volkswagen,Jetta,2.0 TDi Sportline,2009
42630,volkswagen,Jetta,2.0 FSi Sportline,2009
42643,volkswagen,Jetta,1.6 Comfortline Tiptronic,2009
42693,volkswagen,Jetta,2.5 S,2009
42813,volkswagen,Jetta,1.9 TDi Comfortline,2009
42835,volkswagen,Jetta,2.5 SEL,2009
42866,volkswagen,Jetta,1.9 TDi Comfortline DSG,2009
42930,volkswagen,Jetta,2.0 Trendline,2009
42954,volkswagen,Jetta,2.5 SE,2009
43197,volkswagen,Jetta,2.0SportWagen SEL,2009
46068,volkswagen,Jetta,S PZEV,2010
46069,volkswagen,Jetta,S,2010
46070,volkswagen,Jetta,Limited Edition,2010
46071,volkswagen,Jetta,Limited Edition PZEV,2010
46072,volkswagen,Jetta,SE,2010
46073,volkswagen,Jetta,SE PZEV,2010
46074,volkswagen,Jetta,Wolfsburg Edition,2010
46075,volkswagen,Jetta,Wolfsburg Edition PZEV,2010
46076,volkswagen,Jetta,SEL PZEV,2010
46077,volkswagen,Jetta,SEL,2010
46078,volkswagen,Jetta,SportWagen S,2010
46079,volkswagen,Jetta,SportWagen S PZEV,2010
46080,volkswagen,Jetta,SportWagen SE PZEV,2010
46081,volkswagen,Jetta,SportWagen SE,2010
46082,volkswagen,Jetta,TDI,2010
46083,volkswagen,Jetta,SportWagen TDI,2010
46084,volkswagen,Jetta,TDI Cup Edition,2010
46085,volkswagen,Jetta,,2011
46086,volkswagen,Jetta,S,2011
46087,volkswagen,Jetta,SE,2011
46088,volkswagen,Jetta,SE PZEV,2011
46089,volkswagen,Jetta,SEL PZEV,2011
46090,volkswagen,Jetta,SEL,2011
46091,volkswagen,Jetta,TDI,2011
46092,volkswagen,Jetta,SportWagen S PZEV,2011
46093,volkswagen,Jetta,SportWagen S,2011
46094,volkswagen,Jetta,SportWagen SE,2011
46095,volkswagen,Jetta,SportWagen SE PZEV,2011
46096,volkswagen,Jetta,SportWagen TDI,2011
49508,volkswagen,Jetta,GLI PZEV,2012
49509,volkswagen,Jetta,GLI,2012
49510,volkswagen,Jetta,GLI Autobahn,2012
49511,volkswagen,Jetta,GLI Autobahn PZEV,2012
49520,volkswagen,Jetta,2,2012
49521,volkswagen,Jetta,2.0 S,2012
49522,volkswagen,Jetta,2.5 SE,2012
49523,volkswagen,Jetta,2.5 SE PZEV,2012
49524,volkswagen,Jetta,2.0 TDI,2012
49525,volkswagen,Jetta,2.5 SEL PZEV,2012
49526,volkswagen,Jetta,2.5 SEL,2012
49527,volkswagen,Jetta,2.5 SportWagen S PZEV,2012
49528,volkswagen,Jetta,2.5 SportWagen S,2012
49529,volkswagen,Jetta,2.5 SportWagen SE,2012
49530,volkswagen,Jetta,2.5 SportWagen SE PZEV,2012
49531,volkswagen,Jetta,2.0 TDI SportWagen,2012
16340,gmc,Jimmy,,2005
11172,dodge,Journey,RT 4WD,2009
11182,dodge,Journey,RT,2009
11250,dodge,Journey,2.0 CRD,2009
11337,dodge,Journey,2.4,2009
11416,dodge,Journey,SE,2009
11447,dodge,Journey,SXT AWD,2009
11753,dodge,Journey,SXT,2009
44799,dodge,Journey,SE,2010
44800,dodge,Journey,SXT,2010
44801,dodge,Journey,R/T Fleet,2010
44802,dodge,Journey,R/T,2010
44803,dodge,Journey,Express,2011
44804,dodge,Journey,Mainstreet,2011
44805,dodge,Journey,Crew,2011
44806,dodge,Journey,R/T,2011
44807,dodge,Journey,Lux,2011
48867,dodge,Journey,American Value Package,2012
48868,dodge,Journey,SXT,2012
48869,dodge,Journey,Crew,2012
45683,nissan,Juke,S,2011
45684,nissan,Juke,SV,2011
45685,nissan,Juke,SL,2011
49322,nissan,Juke,S,2012
49323,nissan,Juke,SL,2012
49324,nissan,Juke,SV,2012
45908,suzuki,Kizashi,S,2010
45909,suzuki,Kizashi,SE,2010
45910,suzuki,Kizashi,GTS,2010
45911,suzuki,Kizashi,SLS,2010
45912,suzuki,Kizashi,S,2011
45913,suzuki,Kizashi,SE,2011
45914,suzuki,Kizashi,Sport GTS,2011
45915,suzuki,Kizashi,Sport SLS,2011
8219,chevrolet,Kodiak,C4500,2006
35570,saturn,L,,2005
35596,saturn,L,300,2005
26593,mitsubishi,L 200,,2005
26704,mitsubishi,L 200,2.5 TD,2006
26493,mitsubishi,L 200,2.5 DI-D Single Cab,2007
27094,mitsubishi,L 200,2.5 DI-D Double Cab,2007
27300,mitsubishi,L 200,2.5 DI-D Club Cab,2007
26610,mitsubishi,L 200,2.5 DI-D,2008
26837,mitsubishi,L 200,2.5 DI-D Club Cab,2008
26972,mitsubishi,L 200,2.5 DI-D Double Cab,2008
5936,buick,LaCrosse,,2005
6123,buick,LaCrosse,CXS,2005
6215,buick,LaCrosse,CXL,2005
6225,buick,LaCrosse,CX,2005
5922,buick,LaCrosse,CXL,2006
5948,buick,LaCrosse,,2006
6024,buick,LaCrosse,CXS,2006
6108,buick,LaCrosse,CX,2006
5983,buick,LaCrosse,CXL,2007
6255,buick,LaCrosse,CXS,2007
6257,buick,LaCrosse,CX,2007
6078,buick,LaCrosse,CXS,2008
6080,buick,LaCrosse,CX,2008
6092,buick,LaCrosse,Super,2008
6116,buick,LaCrosse,CXL,2008
6039,buick,LaCrosse,CXL,2009
6041,buick,LaCrosse,CX,2009
6095,buick,LaCrosse,Super,2009
6183,buick,LaCrosse,,2009
44528,buick,LaCrosse,CX,2010
44529,buick,LaCrosse,CXL,2010
44530,buick,LaCrosse,CXS,2010
44531,buick,LaCrosse,CX,2011
44532,buick,LaCrosse,CXL,2011
44533,buick,LaCrosse,CXS,2011
48728,buick,LaCrosse,,2012
48729,buick,LaCrosse,Convenience Package,2012
48730,buick,LaCrosse,Leather Package,2012
48731,buick,LaCrosse,Premium I,2012
48732,buick,LaCrosse,Premium II,2012
48733,buick,LaCrosse,Premium III,2012
48734,buick,LaCrosse,Touring,2012
26475,mitsubishi,Lancer,Evolution VIII,2005
26577,mitsubishi,Lancer,Combi 1.6 Comfort,2005
26608,mitsubishi,Lancer,Evo IX,2005
26630,mitsubishi,Lancer,Ralliart,2005
26648,mitsubishi,Lancer,Cedia Wagon,2005
26744,mitsubishi,Lancer,Combi 1.6 Sport,2005
26815,mitsubishi,Lancer,1.6 GLX,2005
26830,mitsubishi,Lancer,2.0 Sport,2005
26907,mitsubishi,Lancer,OZ-Rally,2005
26941,mitsubishi,Lancer,Cedia 2.0,2005
26984,mitsubishi,Lancer,1.6 GLS,2005
26998,mitsubishi,Lancer,Evolution RS,2005
27034,mitsubishi,Lancer,1.3,2005
27088,mitsubishi,Lancer,Combi 2.0 Comfort,2005
27168,mitsubishi,Lancer,Combi 2.0 Sport,2005
27182,mitsubishi,Lancer,ES,2005
27286,mitsubishi,Lancer,Cedia,2005
27290,mitsubishi,Lancer,1.6 Comfort,2005
27297,mitsubishi,Lancer,Evolution MR Edition,2005
26533,mitsubishi,Lancer,Kombi 1.6 Comfort,2006
26633,mitsubishi,Lancer,1.3,2006
26686,mitsubishi,Lancer,Evolution IX,2006
26748,mitsubishi,Lancer,Kombi 2.0 Sport,2006
26834,mitsubishi,Lancer,Kombi 1.6 Sport,2006
26866,mitsubishi,Lancer,1.6 Comfort,2006
26971,mitsubishi,Lancer,Kombi 2.0 Comfort,2006
27032,mitsubishi,Lancer,Evolution Wagon,2006
27049,mitsubishi,Lancer,ES,2006
27081,mitsubishi,Lancer,Ralliart,2006
27134,mitsubishi,Lancer,Evolution MR Edition,2006
27143,mitsubishi,Lancer,1.6 GLX,2006
27196,mitsubishi,Lancer,Evolution VIII,2006
27229,mitsubishi,Lancer,1.6i GL,2006
26489,mitsubishi,Lancer,Kombi 2.0 Comfort,2007
26594,mitsubishi,Lancer,2.0 Sport,2007
26642,mitsubishi,Lancer,Kombi 2.0 Sport,2007
26818,mitsubishi,Lancer,Evolution 2.0 XI,2007
26875,mitsubishi,Lancer,1.3,2007
26935,mitsubishi,Lancer,Kombi 1.6 Sport,2007
27014,mitsubishi,Lancer,Kombi 1.6 Comfort,2007
27016,mitsubishi,Lancer,1.6 GLX,2007
26589,mitsubishi,Lancer,Kombi 1.6,2008
26616,mitsubishi,Lancer,Kombi 2.0,2008
26652,mitsubishi,Lancer,1.6 GLX,2008
26716,mitsubishi,Lancer,2.0 DI-D,2008
26869,mitsubishi,Lancer,2.0 GTS,2008
26916,mitsubishi,Lancer,Kombi 1.6 Sport,2008
26934,mitsubishi,Lancer,DE,2008
26951,mitsubishi,Lancer,Evolution,2008
27029,mitsubishi,Lancer,ES,2008
27077,mitsubishi,Lancer,2,2008
27189,mitsubishi,Lancer,Kombi 2.0 Sport,2008
26523,mitsubishi,Lancer,1.5 GLX,2009
26726,mitsubishi,Lancer,2.0 GLS,2009
26853,mitsubishi,Lancer,GTS,2009
26894,mitsubishi,Lancer,ES,2009
26980,mitsubishi,Lancer,DE,2009
27080,mitsubishi,Lancer,Ralliart,2009
27284,mitsubishi,Lancer,ES Sport,2009
45623,mitsubishi,Lancer,DE,2010
45624,mitsubishi,Lancer,ES,2010
45625,mitsubishi,Lancer,GTS,2010
45626,mitsubishi,Lancer,Ralliart,2010
